Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year,TeamID,WTeamID,PTS Scored,PTS Allowed,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,AST,TO,STL,BLK,PF
346,delaware st.,-23.11,94.1,117.2,74.7,-0.042,-10.56,95,105.6,-3.21,2020,1175,1175,79.40,69.80,28.40,61.80,8.20,23.00,14.40,20.80,11.60,26.20,12.00,15.00,7.40,1.80,17.80
347,central connecticut,-23.67,90.3,114,69.5,-0.014,-4.23,100.1,104.3,1.42,2020,1148,1148,79.00,73.67,29.00,61.33,9.33,20.00,11.67,16.00,6.00,27.33,16.00,9.00,4.67,5.00,20.33
348,arkansas pine bluff,-25.63,79,104.6,66.1,-0.008,-4.63,98.7,103.3,12.03,2020,1115,1115,71.67,68.00,25.00,56.67,4.33,17.00,17.33,25.33,10.67,26.67,11.00,15.67,8.67,4.00,22.33
349,maryland eastern shore,-26.14,81.7,107.8,67.5,-0.024,-6.4,97.6,104.1,7.78,2020,1271,1271,73.25,65.25,26.00,59.00,6.50,22.25,14.75,21.75,12.00,27.25,16.50,13.25,7.75,3.50,17.75
350,howard,-26.15,93.6,119.7,70.2,-0.015,-8.29,96.7,105,0.96,2020,1224,1224,75.33,71.33,21.67,52.33,6.67,19.67,25.33,32.33,7.33,29.00,11.00,13.67,5.00,5.67,16.33
351,mississippi valley st.,-27.87,89.8,117.6,77.1,-0.027,-6.01,97.8,103.9,5.14,2020,1290,1290,71.00,66.00,23.67,57.33,8.33,25.00,15.33,22.67,6.33,25.67,8.67,12.00,7.33,3.00,19.33
352,kennesaw st.,-28.71,83.5,112.2,68.2,-0.042,-1.74,102,103.7,4.1,2020,1244,1244,85.00,61.00,29.00,61.00,12.00,28.00,15.00,19.00,11.00,31.00,18.00,6.00,2.00,1.00,15.00
353,chicago st.,-33.99,86.9,120.8,69,-0.029,-3.64,100.6,104.3,-0.75,2020,1152,1152,89.00,81.00,28.00,48.00,8.00,16.00,25.00,27.00,3.00,27.00,19.00,14.00,6.00,2.00,27.00
1,gonzaga,36.59,126,89.4,74.7,0.018,7.93,105.9,98,6.34,,1211,1211,92.12,69.12,34.15,62.00,7.31,20.04,16.50,22.73,8.23,27.27,18.31,11.92,8.31,2.85,3.58
2,illinois,30.7,118.8,88.1,70.6,0.026,18.27,112.4,94.1,9.99,,1228,1228,83.04,66.09,29.74,58.65,6.91,18.26,16.65,23.65,9.61,29.83,16.65,13.17,5.78,3.09,6.87
3,michigan,30.5,119.3,88.8,66.8,0.026,16.75,111.3,94.6,2.73,,1276,1276,79.45,64.00,29.25,58.05,8.00,19.90,12.95,16.40,8.15,27.90,16.00,10.85,4.60,4.55,5.20
4,baylor,29.93,123,93,68.7,0.047,9.64,106.3,96.7,-3.71,,1124,1124,86.05,65.45,31.55,62.36,10.73,24.50,12.23,17.27,11.05,22.82,17.64,12.59,9.32,3.86,3.77
5,houston,29.68,119.6,89.9,65,-0.011,6.82,103.9,97.1,1.99,,1222,1222,77.57,56.57,27.17,61.17,9.39,25.83,13.83,18.30,13.09,25.43,14.13,10.13,8.00,4.70,5.22
6,iowa,28.72,123.5,94.7,69.9,-0.028,16.85,110.4,93.5,-5.13,,1234,1234,86.86,67.00,30.86,62.38,10.38,25.57,14.76,20.67,9.81,28.71,20.90,9.10,5.81,5.10,3.71
7,alabama,24.87,111.7,86.9,73.8,0.031,14.25,109.7,95.5,9.15,,1104,1104,83.50,69.13,29.25,65.38,11.38,31.21,13.63,18.67,11.00,26.71,15.29,13.42,8.42,4.71,4.83
8,loyola chicago,24.63,111.5,86.9,64,-0.017,5.16,104.8,99.7,5.54,,1260,1260,71.68,53.32,26.50,51.50,6.73,18.36,11.95,16.14,6.05,23.68,15.73,10.50,7.59,2.27,4.64
9,ohio st.,24.19,120.8,96.6,67,-0.012,18.19,111.7,93.5,2.84,,1326,1326,80.86,68.90,27.10,56.81,8.52,22.10,18.14,23.48,8.48,26.00,13.57,10.00,4.76,3.81,3.76
10,wisconsin,23.59,113.5,89.9,64.8,-0.049,18.12,111.7,93.6,1.39,,1458,1458,73.76,58.29,25.29,56.71,9.06,22.47,14.12,18.06,6.18,26.35,14.65,8.59,6.29,3.94,1.53
11,usc,22.81,113.2,90.4,67.2,-0.006,11.89,108.5,96.6,5.2,,1425,1425,78.50,63.32,28.50,58.68,6.50,18.05,15.00,23.18,10.73,27.18,14.86,12.45,4.86,5.50,3.23
12,villanova,22.77,118.7,96,64.7,-0.001,13.08,108.8,95.7,7.6,,1437,1437,79.75,65.06,27.88,58.31,10.06,25.88,13.94,18.00,7.13,23.94,16.94,8.50,5.63,1.31,4.25
13,virginia,22.66,115.6,92.9,60,0.046,12.2,109.8,97.6,0.18,,1438,1438,70.83,56.22,26.33,53.11,8.89,22.83,9.28,11.33,5.56,25.11,14.94,7.94,5.06,4.39,1.94
14,colorado,22.35,114.8,92.4,66.3,-0.033,11.61,108.2,96.6,2.44,,1160,1160,75.82,60.32,26.50,56.73,7.82,19.64,15.00,17.86,7.68,24.41,14.18,9.68,5.50,3.05,5.05
15,connecticut,21.98,113.7,91.7,65.9,-0.066,12.83,108,95.2,-1.96,,1163,1163,75.87,61.40,28.20,60.67,7.13,19.20,12.33,17.00,11.93,24.60,14.33,11.33,6.33,5.67,7.80
16,texas tech,21.93,112.6,90.6,65.3,-0.084,12.17,108.3,96.1,-5.12,,1403,1403,76.35,57.29,26.06,56.18,6.18,17.24,18.06,24.53,10.24,23.29,14.24,10.00,7.71,4.00,2.88
17,arkansas,21.9,111.5,89.6,73.1,0.057,11.4,108.4,97,-4.45,,1116,1116,85.55,67.18,30.41,64.27,8.27,23.27,16.45,22.05,10.41,27.05,16.09,12.18,7.91,5.41,4.41
18,florida st.,21.85,116.3,94.5,70.5,-0.011,12.48,108.9,96.4,4.42,,1199,1199,82.00,66.69,29.13,59.81,8.75,21.19,15.00,19.69,10.25,25.50,15.94,12.88,7.25,5.63,4.81
19,kansas,21.44,109.9,88.5,68.1,0.042,15.3,110.3,95,10.35,,1242,1242,73.16,59.37,26.26,59.79,7.42,21.53,13.21,18.42,11.00,27.05,14.26,11.68,7.11,4.32,3.95
20,creighton,21.39,115,93.6,69,0.001,12.77,108,95.2,-0.95,,1166,1166,80.35,64.90,29.90,60.50,10.05,25.95,10.50,15.65,7.30,26.70,16.75,10.90,7.25,3.65,3.00
21,west virginia,21.14,117.2,96.1,69.4,-0.042,15.12,109.3,94.1,14.2,,1452,1452,77.28,67.06,26.22,59.94,6.89,18.78,17.94,25.00,11.72,23.78,13.83,11.33,7.72,2.78,3.56
22,purdue,21.09,113.6,92.5,66.3,0.01,17.07,111.2,94.2,5.77,,1345,1345,74.89,63.61,26.22,55.39,7.78,21.56,14.67,20.50,9.06,25.94,15.06,11.39,5.44,3.28,5.00
23,texas,20.98,114.1,93.2,69.1,0.017,14.58,109.3,94.7,8.19,,1400,1400,76.79,65.89,26.74,57.32,8.58,23.79,14.74,19.95,9.26,26.53,13.42,13.47,6.42,3.74,5.42
24,byu,20.83,113,92.2,67.9,0.045,10.33,107.9,97.6,8.75,,1140,1140,80.26,65.05,29.16,59.05,9.11,23.21,12.84,17.58,8.53,29.47,17.32,12.95,4.95,3.11,4.95
25,st. bonaventure,20.61,111.2,90.6,65.1,0.014,8.24,105.9,97.7,2.7,,1382,1382,73.63,59.50,27.31,58.44,6.88,18.56,12.13,16.25,9.75,25.63,15.63,9.63,5.56,3.56,5.69
26,tennessee,19.74,108,88.2,67.4,-0.013,12.59,108.4,95.8,-0.45,,1397,1397,77.72,59.72,27.50,57.39,6.50,18.56,16.22,21.00,9.11,24.28,16.39,11.22,7.89,4.94,4.11
27,lsu,19.55,119.8,100.3,70.7,0.002,13.63,107.9,94.2,1.17,,1261,1261,86.11,70.61,30.33,61.11,8.61,22.89,16.83,21.78,10.28,27.11,13.61,12.22,8.44,2.44,4.94
28,oklahoma st.,19.37,109.9,90.6,72.1,0.04,15.13,110.9,95.7,5.29,,1329,1329,77.90,69.40,27.90,59.05,6.60,18.95,15.50,21.35,9.25,27.80,13.35,16.30,7.70,4.45,5.25
29,san diego st.,19.36,110.5,91.1,65.7,0.027,6.42,106,99.5,11.13,,1361,1361,76.55,60.50,26.55,56.77,8.36,22.14,15.09,20.64,8.59,24.14,14.18,10.50,7.95,2.86,7.73
30,north carolina,19.03,110.1,91,71.7,-0.005,14.86,111.1,96.2,7.8,,1314,1314,80.56,66.72,29.28,64.00,6.00,18.06,16.00,23.06,14.39,26.61,16.50,13.83,7.50,5.94,5.78
31,maryland,18.46,110.8,92.3,65.3,-0.035,16.97,110.2,93.2,-0.85,,1268,1268,73.60,59.67,25.20,52.13,8.27,22.07,14.93,20.27,6.67,26.33,13.53,10.27,5.53,3.73,4.73
32,oregon,18.35,114.9,96.5,67.2,0.048,10.88,108.1,97.2,2.92,,1332,1332,76.50,64.75,28.45,58.50,8.90,22.35,10.70,15.20,8.10,23.55,14.20,11.00,7.65,3.75,5.10
33,duke,18.08,114.7,96.6,68.8,-0.109,12.52,109.1,96.6,5.45,,1181,1181,77.54,62.85,29.54,59.15,9.62,23.54,8.85,13.31,10.31,23.62,16.92,12.08,8.31,4.77,5.46
34,rutgers,18.08,108.4,90.4,67.7,0.044,18.11,112.3,94.2,-5.44,,1353,1353,75.60,63.67,28.07,58.00,6.80,19.53,12.67,19.13,8.67,27.93,15.47,11.87,8.20,5.87,4.93
35,georgia tech,17.91,113.5,95.6,67.5,-0.005,12.85,108.9,96,-0.93,,1210,1210,77.94,66.24,28.88,57.12,7.94,21.12,12.24,17.06,6.53,20.76,17.65,10.24,9.94,2.76,6.35
36,penn st.,17.9,112.6,94.7,69.4,-0.05,19.96,112.3,92.3,11.8,,1336,1336,75.73,66.36,25.73,61.09,9.09,26.00,15.18,20.45,11.09,26.36,13.73,11.09,9.45,2.45,6.00
37,florida,17.59,111,93.4,68.4,0.016,14.73,109.8,95.1,8.89,,1196,1196,79.43,66.21,28.14,56.21,6.79,18.64,16.36,21.36,8.71,24.79,12.86,13.36,7.71,5.07,4.86
38,syracuse,17.47,115,97.6,68.9,0.018,12.18,108.7,96.6,2.41,,1393,1393,80.00,65.56,28.50,61.44,8.63,23.56,14.38,18.00,9.31,25.56,16.38,10.81,8.94,5.06,3.69
39,oklahoma,17.17,111.8,94.6,67.6,-0.038,13.16,108.5,95.4,1.42,,1328,1328,80.27,66.27,28.67,62.20,8.60,24.67,14.33,19.07,9.27,28.07,14.73,10.13,7.07,3.60,1.53
40,memphis,16.99,103.5,86.5,72,-0.09,7.39,105,97.6,1.36,,1272,1272,76.38,60.38,27.50,61.00,7.81,21.75,13.56,20.94,11.19,27.38,17.56,16.13,9.69,5.69,5.00
41,arizona,16.64,113.8,97.2,68,-0.017,9.96,107.5,97.5,-5.1,,1112,1112,79.18,64.24,26.59,58.18,6.65,17.59,19.35,26.47,10.76,27.88,16.00,11.53,6.47,4.76,3.94
42,ucla,16.64,114.4,97.8,64.6,0.033,12.65,108.9,96.2,8.82,,1417,1417,76.24,65.41,27.53,57.94,7.29,18.41,13.88,19.24,8.94,26.35,14.76,10.59,5.41,2.71,2.47
43,clemson,15.91,106.4,90.5,64.2,0.1,14.52,109.7,95.2,11.42,,1155,1155,68.44,56.38,24.75,55.81,8.50,24.13,10.44,14.00,7.81,23.94,13.81,11.75,6.63,2.88,2.38
44,vcu,15.71,105.4,89.7,69.8,0.035,8.94,106.6,97.7,5.55,,1433,1433,74.16,61.74,26.58,56.11,6.84,19.95,14.16,18.53,7.95,24.37,14.53,13.63,9.68,5.47,3.74
45,indiana,15.61,109.3,93.7,66.1,-0.053,18.72,111.6,92.9,8.63,,1231,1231,78.75,65.83,27.17,57.08,6.92,19.83,17.50,26.08,8.42,26.08,16.25,11.08,6.00,4.75,1.92
46,saint louis,15.56,111,95.5,67.7,-0.017,5.39,104.6,99.2,-1.58,,1387,1387,79.14,59.86,29.21,59.36,7.43,18.36,13.29,18.57,11.00,26.14,18.86,11.43,7.79,3.14,3.79
47,utah st.,15.3,104.7,89.4,68.8,-0.037,5.34,105.1,99.7,7.83,,1429,1429,75.47,56.47,27.74,60.37,7.42,19.89,12.58,17.58,11.68,28.47,18.05,12.21,7.05,5.68,6.00
48,missouri,15.08,110.4,95.3,68.6,0.088,15.19,109.7,94.5,10.49,,1281,1281,77.25,68.56,27.13,57.56,6.88,20.81,16.13,22.44,8.75,26.13,13.56,13.06,6.75,3.19,3.25
49,kentucky,14.97,108.1,93.1,68.3,-0.148,16.65,110.5,93.8,15.63,,1246,1246,80.00,66.22,28.00,61.67,8.22,20.00,15.78,20.11,10.11,26.56,15.22,11.89,7.33,7.33,5.89
50,drake,14.93,112.9,98,66.5,0.105,3.1,103.6,100.5,-8.78,,1179,1179,79.17,63.43,30.52,60.91,7.48,19.43,10.65,15.04,9.17,24.70,14.09,9.39,7.04,2.83,4.17
51,virginia tech,14.91,109.8,94.9,66,0.043,9.89,107.9,98,0.68,,1439,1439,75.40,61.13,26.60,56.47,8.53,22.80,13.67,19.47,7.53,25.87,14.67,11.13,5.33,4.60,0.93
52,seton hall,14.87,110.4,95.6,66.7,-0.027,14.66,109.7,95.1,11.33,,1371,1371,75.00,63.07,25.43,55.00,6.43,20.50,17.71,22.93,8.86,25.50,13.93,12.86,6.43,5.07,2.36
53,mississippi,14.56,106,91.4,65.2,-0.063,10.37,107.5,97.2,-6.87,,1279,1279,71.50,55.94,25.81,54.81,5.31,16.88,14.56,19.63,8.81,24.44,13.94,13.56,8.31,3.94,3.88
54,georgetown,14.18,107.8,93.6,69.6,0.001,14.75,110.5,95.8,4.89,,1207,1207,75.69,65.00,25.77,57.31,8.46,21.23,15.69,20.92,10.54,28.46,13.38,15.46,6.46,4.38,7.46
55,louisville,14.02,107.8,93.8,65.9,0.118,13.5,109.9,96.4,7.87,,1257,1257,73.54,61.38,26.54,56.85,5.92,16.85,14.54,20.00,10.62,28.77,12.77,11.46,4.62,2.31,2.54
56,smu,13.96,110.7,96.7,68.9,-0.012,8.24,104.6,96.4,-8.46,,1374,1374,78.64,63.91,28.00,59.55,7.82,22.09,14.82,19.09,9.45,25.82,15.91,13.09,6.36,4.64,0.00
57,minnesota,13.71,108.7,94.9,70.2,0.011,17.52,111.5,94,-0.17,,1278,1278,80.79,67.07,26.79,60.71,7.43,24.50,19.79,26.57,8.57,27.36,16.57,11.21,6.43,4.93,0.93
58,michigan st.,13.48,107.3,93.9,68.5,0.09,18.02,112.5,94.5,-0.79,,1277,1277,76.73,66.80,27.60,58.73,6.73,19.60,14.80,19.53,9.33,28.07,17.93,13.20,5.20,5.93,6.93
59,north texas,13.47,106.8,93.3,62.9,-0.033,5.96,104.4,98.4,5.75,,1317,1317,73.31,56.81,27.19,53.31,8.25,19.88,10.69,14.63,6.56,24.88,14.13,12.50,7.44,3.19,5.31
60,richmond,13.47,110.8,97.3,68.7,-0.039,9.25,107.2,97.9,10.87,,1350,1350,78.33,67.08,29.42,58.50,7.58,19.67,11.92,15.75,5.17,23.67,15.33,10.08,8.58,2.42,2.83
61,xavier,13.29,110.7,97.5,68.1,0.003,10.57,108,97.4,2.06,,1462,1462,78.77,66.08,29.38,59.31,7.92,21.38,12.08,17.85,8.54,28.31,19.00,12.23,7.62,5.15,2.31
62,boise st.,12.98,109.7,96.8,69.4,-0.008,5.02,105,100,15.07,,1129,1129,81.00,63.94,28.71,59.94,8.06,21.76,15.53,20.06,8.94,25.35,14.47,10.53,6.41,2.94,5.18
63,auburn,12.91,111.4,98.5,71.2,-0.044,14.02,108.8,94.8,5.8,,1120,1120,82.31,70.31,27.54,59.54,9.15,26.62,18.08,25.31,11.23,25.85,15.46,14.00,5.62,6.15,3.15
64,n.c. state,12.86,110.2,97.4,68,0.007,11.08,109.3,98.2,-6.2,,1301,1301,78.31,64.00,28.69,56.92,7.15,18.31,13.77,19.92,8.15,22.15,14.23,12.23,9.08,4.85,6.31
65,davidson,12.78,114.1,101.3,62.7,-0.074,7.29,104.8,97.5,1.19,,1172,1172,76.00,60.25,27.25,54.92,10.42,26.25,11.08,16.33,7.67,26.58,16.83,11.00,5.58,3.08,3.17
66,st. john's,12.76,111.3,98.6,73.6,0.014,11.31,107.7,96.4,-3.06,,1385,1385,83.25,73.06,29.88,62.00,8.13,21.19,15.38,19.94,9.25,24.06,17.00,12.75,9.50,3.94,2.88
67,colorado st.,12.36,107.9,95.5,69.2,0.05,3.32,103.5,100.2,1.6,,1161,1161,78.29,61.65,27.35,54.24,9.47,24.94,14.12,17.82,6.18,27.76,15.35,13.24,5.35,2.53,5.24
68,utah,12.35,110.9,98.5,67.9,-0.077,11.93,108.5,96.6,-6.68,,1428,1428,79.00,64.33,28.17,56.00,7.58,18.00,15.08,18.83,6.17,23.58,16.75,11.17,6.42,4.08,3.83
69,wright st.,12.26,108.4,96.2,71.3,-0.078,-3.1,102.7,105.8,5.91,,1460,1460,84.94,63.44,30.78,62.06,7.50,19.89,15.89,21.50,10.83,30.17,16.39,12.00,6.11,3.67,0.67
70,toledo,12.26,114.3,102.1,68.9,-0.024,3.3,104.9,101.6,6.04,,1405,1405,83.95,68.71,29.52,61.57,11.10,28.33,13.81,17.95,8.76,25.48,17.29,11.29,6.43,2.76,3.24
71,uc santa barbara,12.2,109.3,97.1,66,0.054,-0.41,101.5,101.9,2.57,,1364,1364,76.05,61.45,27.25,56.00,6.55,18.30,15.00,19.70,7.85,24.00,16.25,10.50,7.55,2.80,7.80
72,wichita st.,12.14,109.2,97.1,67.3,0.089,10,106.2,96.2,13.11,,1455,1455,76.14,69.64,24.93,58.21,9.14,24.21,17.14,24.00,9.14,23.50,14.07,10.43,5.64,3.29,3.86
73,oregon st.,11.91,110,98.1,65.4,0.074,12.29,109.1,96.8,-5.8,,1333,1333,72.81,65.13,24.44,53.63,6.94,18.19,17.00,21.88,8.56,22.00,14.81,10.38,6.00,2.56,7.44
74,buffalo,11.87,107.3,95.5,73.3,-0.098,3.59,105.9,102.3,2.83,,1138,1138,84.53,67.53,31.67,66.20,7.80,21.00,13.40,19.93,13.47,29.00,17.80,13.20,8.93,4.53,6.80
75,northwestern,11.87,104.7,92.8,68.6,-0.091,19.83,113,93.2,-18.47,,1321,1321,79.13,63.63,27.75,56.38,9.50,22.63,14.13,19.00,6.50,26.88,18.25,11.50,7.00,2.38,5.13
76,louisiana tech,11.75,104,92.2,69.6,0.025,2.07,102.6,100.5,-8.81,,1256,1256,76.75,62.90,27.50,57.85,8.05,21.45,13.70,19.60,7.75,28.75,13.80,12.45,6.65,2.80,2.35
77,providence,11.25,107.5,96.2,66.5,0.001,13.81,109.4,95.6,7.09,,1344,1344,74.92,64.31,27.00,59.23,6.08,18.54,14.85,20.31,9.31,25.69,14.31,10.08,6.31,3.38,2.69
78,saint mary's,11.1,101.6,90.5,63.1,0.037,9.92,108.1,98.2,2.26,,1388,1388,69.00,56.86,24.93,54.36,7.00,21.14,12.14,16.29,7.71,25.86,11.93,10.43,6.86,3.64,3.57
79,mississippi st.,11.08,106.5,95.4,65.6,-0.032,11.42,107,95.6,-1.44,,1280,1280,76.40,61.40,28.33,57.53,6.27,15.87,13.47,19.93,10.93,28.00,14.47,13.40,5.73,5.00,3.67
80,marquette,10.83,107.6,96.8,67.7,-0.007,14.3,109.7,95.4,7.01,,1266,1266,76.69,65.23,25.85,53.77,7.15,19.92,17.85,24.31,8.23,28.31,13.54,13.23,6.08,4.46,4.77
81,stanford,10.82,104.4,93.6,69.4,0.022,13.25,109.4,96.2,9.23,,1390,1390,76.71,64.29,28.21,55.14,5.07,15.29,15.21,22.29,7.57,26.71,14.21,14.29,7.43,3.57,0.64
82,ohio,10.64,112.8,102.2,69.3,0.027,3.93,105.2,101.3,1.4,,1325,1325,83.87,67.47,31.00,59.67,8.40,22.07,13.47,19.53,8.80,25.73,18.33,12.27,6.33,2.13,5.33
83,dayton,10.63,108.3,97.7,66.1,0.006,8.11,105.1,97,3.86,,1173,1173,72.57,64.00,25.43,50.64,9.00,20.57,12.71,17.43,4.64,26.07,15.14,12.93,4.29,2.00,3.50
84,notre dame,10.49,113.8,103.3,67.4,-0.029,14.52,110.8,96.3,13.85,,1323,1323,78.73,68.00,28.55,57.09,10.18,24.27,11.45,14.55,6.27,28.64,16.09,9.91,4.36,4.73,2.64
85,abilene christian,10.39,103.3,92.9,69.9,-0.027,-7.74,97.8,105.6,4.68,,1101,1101,78.95,59.79,27.84,59.42,8.47,21.79,14.79,21.11,10.16,23.42,18.68,13.42,9.95,3.05,4.58
86,colgate,9.83,110.4,100.6,72.5,0.048,-5.43,99.7,105.1,-99,,1159,1159,87.29,68.14,31.86,63.29,9.14,22.21,14.43,20.00,9.00,28.43,17.29,9.64,7.21,3.21,4.86
87,missouri st.,9.72,107.8,98.1,69.3,0.039,3.98,104,100,-12.25,,1283,1283,77.20,64.33,28.27,55.20,9.07,23.13,11.60,15.53,5.73,28.47,15.67,12.53,4.93,3.33,2.80
88,marshall,9.62,109.6,99.9,72.8,-0.068,1.87,102.9,101,0.67,,1267,1267,83.27,69.60,31.00,61.80,9.13,23.80,12.13,16.27,7.00,27.00,16.00,11.53,8.13,4.73,2.93
89,western kentucky,9.45,106.8,97.3,67.7,0.096,4.22,103.5,99.2,10.22,,1443,1443,77.20,66.85,26.70,57.25,6.85,18.50,16.95,21.55,9.75,27.45,14.10,13.45,7.05,4.75,3.55
90,pittsburgh,9.17,108.1,98.9,68.5,-0.068,10.85,108.5,97.6,-4.54,,1338,1338,77.10,64.60,26.30,58.70,7.20,21.50,17.30,25.20,10.60,29.10,16.70,11.70,6.30,4.00,1.30
91,uab,9.07,103.8,94.7,67.2,0.005,-1.31,100,101.3,-12.35,,1412,1412,72.95,56.80,26.90,59.65,5.40,16.60,13.75,19.15,9.15,24.95,10.95,9.45,8.40,4.35,4.40
92,furman,8.91,109.8,100.9,67.9,-0.086,2.57,104.2,101.6,2.63,,1202,1202,82.54,65.69,30.85,57.92,10.08,26.08,10.77,14.77,6.15,25.85,17.62,12.38,7.85,4.31,3.00
93,winthrop,8.82,105,96.2,73.3,0.036,-5.53,99.6,105.1,4.17,,1457,1457,80.61,67.22,28.35,60.61,8.70,24.13,15.22,22.09,10.65,26.91,15.52,14.00,7.83,2.43,3.65
94,nevada,8.76,108.6,99.8,70,-0.012,5.75,104.4,98.6,6.56,,1305,1305,76.00,64.73,25.73,54.67,8.53,21.53,16.00,21.20,6.27,27.53,15.20,12.33,5.47,2.87,6.47
95,georgia,8.52,107.8,99.3,73.4,0.048,11.93,107.5,95.6,-6.48,,1208,1208,79.31,68.62,29.08,60.00,6.54,18.69,14.62,20.69,10.46,24.77,15.69,14.92,8.69,2.77,2.62
96,nebraska,8.49,102.1,93.6,72,-0.128,18.81,112.5,93.7,5.25,,1304,1304,78.17,61.17,29.00,60.00,8.33,23.33,11.83,18.50,8.50,29.83,16.83,13.50,10.17,3.83,5.17
97,liberty,8.27,109.3,101.1,63.3,-0.023,-5.46,99.1,104.6,1.22,,1251,1251,76.42,60.47,27.26,54.16,10.74,25.58,11.16,14.16,6.11,24.37,16.05,9.63,4.05,2.58,5.26
98,ucf,8.21,106.1,97.9,67.4,0.053,12.15,106.7,94.6,24.5,,1416,1416,71.55,64.27,24.55,53.91,9.36,23.45,13.09,17.64,6.73,22.91,13.36,12.64,7.82,3.82,9.00
99,vanderbilt,8.21,108.8,100.6,68.9,-0.128,12.39,107.6,95.2,-3.08,,1435,1435,78.22,61.67,26.22,56.11,10.78,28.78,15.00,19.67,9.00,25.67,16.00,13.44,8.22,3.33,5.44
100,unc greensboro,8.13,104.2,96.1,68.4,0.005,0.89,103.3,102.4,-2.65,,1422,1422,76.57,64.67,28.67,64.14,8.10,24.67,11.14,16.57,10.86,24.86,13.10,9.43,7.33,3.57,4.19
101,san francisco,8.06,106.5,98.4,67.9,-0.104,7.09,106,98.9,4.84,,1362,1362,78.64,60.45,28.73,60.82,12.27,30.91,8.91,13.00,7.55,27.55,15.18,12.09,7.64,4.09,1.55
102,washington st.,8.01,100.8,92.8,67.8,-0.01,8.65,107,98.4,-9.67,,1450,1450,72.86,61.00,23.79,56.71,8.36,23.14,16.93,24.29,9.71,28.43,12.93,14.36,6.43,3.43,2.36
103,loyola marymount,7.99,107.2,99.2,66.2,0.033,7.3,105,97.7,5.77,,1258,1258,74.46,65.46,25.85,51.46,7.31,19.00,15.46,21.31,7.92,24.15,14.77,14.15,4.92,2.85,5.38
104,akron,7.77,108.6,100.8,68.7,-0.001,4.63,106.1,101.4,22.2,,1103,1103,79.85,68.00,27.31,58.62,10.69,28.00,14.54,19.08,8.46,26.31,13.54,11.46,4.77,3.77,3.46
105,rhode island,7.77,104.9,97.1,69.2,-0.109,9.61,106.6,97,10.83,,1348,1348,77.10,65.50,25.50,55.60,6.00,18.00,20.10,27.40,8.70,29.30,11.60,14.20,7.20,5.10,2.30
106,belmont,7.67,109.4,101.8,71,0.05,-5.88,98.8,104.7,-6.03,,1125,1125,82.52,66.44,30.52,59.92,9.00,24.88,12.48,16.84,7.52,26.24,18.80,11.44,8.00,2.92,2.20
107,grand canyon,7.06,103.7,96.6,65.4,-0.061,-3.77,100.4,104.2,0.95,,1213,1213,75.14,59.50,26.64,54.71,6.71,20.00,15.14,21.50,9.29,28.07,14.36,12.00,4.00,2.86,6.71
108,kent st.,6.92,105.8,98.9,70,0.023,4.26,106.7,102.4,8.42,,1245,1245,80.71,69.21,28.71,61.14,8.71,23.43,14.57,17.86,10.57,26.50,15.79,13.14,6.43,3.43,4.43
109,eastern washington,6.82,107.8,101,72.3,-0.081,-2.91,100.8,103.7,18.37,,1186,1186,81.33,67.07,28.40,57.80,8.40,21.80,16.13,19.80,7.27,27.13,15.80,12.07,5.00,2.73,9.93
110,arizona st.,6.82,106.8,100,72.8,0.026,12.76,109.1,96.4,8.72,,1113,1113,79.91,71.09,28.36,59.64,6.27,19.36,16.91,23.18,6.82,22.64,14.27,11.18,8.91,3.45,7.82
111,uc riverside,6.66,102.8,96.2,66.9,-0.066,-0.69,101.8,102.5,-0.82,,1415,1415,72.57,59.00,26.57,58.14,10.36,25.29,9.07,12.79,7.57,28.29,15.29,11.29,5.93,2.36,7.50
112,uc irvine,6.6,100.5,93.9,67.6,0.031,1.66,102.8,101.1,5.07,,1414,1414,72.94,58.88,26.56,58.75,5.06,14.31,14.75,19.00,9.19,27.06,11.81,12.19,8.19,3.94,9.19
113,pepperdine,6.43,107.1,100.7,71.4,-0.002,9.84,107,97.2,7.32,,1337,1337,79.60,69.00,29.20,60.60,8.50,22.40,12.70,16.40,7.90,27.40,17.10,12.40,7.00,2.70,3.80
114,south dakota st.,6.31,111,104.7,71.1,0.008,0.61,103.2,102.6,7.59,,1355,1355,82.47,70.47,28.93,55.93,9.00,19.87,15.60,21.27,6.13,26.47,15.53,11.33,5.53,3.00,6.53
115,massachusetts,6.01,105.6,99.6,72,-0.057,4.1,103.1,99,0.49,,1269,1269,80.25,64.88,28.38,63.50,9.63,28.50,13.88,19.63,9.25,25.63,17.13,11.25,7.75,3.88,1.38
116,butler,5.96,102.8,96.9,64.8,0.069,14.88,110,95.2,-0.33,,1139,1139,68.40,61.30,24.40,55.60,7.00,21.10,12.60,19.50,7.70,23.80,12.60,9.90,5.60,1.70,3.00
117,cincinnati,5.95,103.4,97.5,70.9,0.115,10.68,107,96.4,9.36,,1153,1153,72.08,66.17,26.00,57.75,7.50,22.17,12.58,19.33,8.42,25.92,16.83,13.50,7.58,4.58,7.67
